datetime,count
2011-01-25 13:00:00,72.22333333333333
2011-01-25 14:00:00,79.75333333333333
2011-01-25 15:00:00,82.32
2011-01-25 16:00:00,95.12
2011-01-25 17:00:00,211.35
2011-01-25 18:00:00,198.15
2011-01-25 19:00:00,109.82
2011-01-25 20:00:00,65.305
2011-01-25 21:00:00,55.99
2011-01-25 22:00:00,36.19
2011-01-25 23:00:00,20.31
2011-01-26 00:00:00,8.55
2011-01-26 01:00:00,4.454
2011-01-26 02:00:00,3.1029761904761903
2011-01-26 05:00:00,5.12
2011-01-26 06:00:00,25.93
2011-01-26 07:00:00,62.9
2011-01-26 08:00:00,160.89
2011-01-26 09:00:00,96.91333333333333
2011-01-26 10:00:00,47.225
2011-01-26 11:00:00,48.025
2011-01-26 12:00:00,53.625
2011-01-26 13:00:00,56.48
2011-01-26 14:00:00,48.49666666666667
2011-01-26 15:00:00,48.58166666666667
2011-01-26 16:00:00,61.855
2011-01-26 17:00:00,115.13
2011-01-27 16:00:00,71.22
2011-01-27 17:00:00,165.3425
2011-01-27 18:00:00,142.534
2011-01-27 19:00:00,102.57833333333333
2011-01-27 20:00:00,66.93375
2011-01-27 21:00:00,53.45
2011-01-27 22:00:00,42.53
2011-01-27 23:00:00,40.43
2011-01-28 00:00:00,14.15
2011-01-28 01:00:00,6.92
2011-01-28 02:00:00,2.14
2011-01-28 03:00:00,1.135
2011-01-28 05:00:00,6.47
2011-01-28 06:00:00,32.49
2011-01-28 07:00:00,85.33
2011-01-28 08:00:00,208.72
2011-01-28 09:00:00,101.04
2011-01-28 10:00:00,43.598
2011-01-28 11:00:00,46.632
2011-01-28 12:00:00,49.90866666666666
2011-01-28 13:00:00,54.617
2011-01-28 14:00:00,57.45833333333334
2011-01-28 15:00:00,51.097
2011-01-28 16:00:00,68.12
2011-01-28 17:00:00,163.56583333333333
2011-01-28 18:00:00,156.59
2011-01-28 19:00:00,104.29
2011-01-28 20:00:00,68.545
2011-01-28 21:00:00,50.044
2011-01-28 22:00:00,44.8
2011-01-28 23:00:00,34.91
2011-01-29 00:00:00,32.87
2011-01-29 01:00:00,25.14
2011-01-29 02:00:00,18.23
2011-01-29 03:00:00,9.09
2011-01-29 04:00:00,3.4
2011-01-29 06:00:00,3.49
2011-01-29 07:00:00,10.08
2011-01-29 08:00:00,25.798333333333332
2011-01-29 09:00:00,40.22523809523809
2011-01-29 10:00:00,61.41
2011-01-29 11:00:00,65.38
2011-01-29 12:00:00,84.11
2011-01-29 13:00:00,83.82
2011-01-29 14:00:00,77.56
2011-01-29 15:00:00,68.34
2011-01-29 16:00:00,80.18
2011-01-29 17:00:00,76.49
2011-01-29 18:00:00,72.48
2011-01-29 19:00:00,59.24190476190476
2011-01-29 20:00:00,58.86
2011-01-29 21:00:00,48.32
2011-01-29 22:00:00,39.02
2011-01-29 23:00:00,41.97
2011-01-30 00:00:00,27.85
2011-01-30 01:00:00,26.22
2011-01-30 02:00:00,17.97
2011-01-30 03:00:00,9.67
2011-01-30 04:00:00,4.77
2011-01-30 05:00:00,3.46
2011-01-30 07:00:00,7.7
2011-01-30 08:00:00,19.65
2011-01-30 09:00:00,26.73190476190476
2011-01-30 10:00:00,48.026
2011-01-30 11:00:00,53.28333333333334
2011-01-30 12:00:00,118.7
2011-01-30 13:00:00,69.62
2011-01-30 14:00:00,68.67
2011-01-30 15:00:00,114.73
2011-01-30 16:00:00,115.56
2011-01-30 17:00:00,83.84
2011-01-30 18:00:00,70.16
2011-01-30 19:00:00,45.24333333333334
2011-01-30 20:00:00,37.69
2011-01-30 21:00:00,33.06
2011-01-30 22:00:00,26.77
2011-01-30 23:00:00,23.52
2011-01-31 00:00:00,12.1
2011-01-31 01:00:00,2.97
2011-01-31 02:00:00,2.538333333333333
2011-01-31 03:00:00,2.49
2011-01-31 04:00:00,1.8
2011-01-31 05:00:00,2.87
2011-01-31 06:00:00,32.2
2011-01-31 07:00:00,89.45
2011-01-31 08:00:00,174.93333333333337
2011-01-31 09:00:00,97.28
2011-01-31 10:00:00,39.64
2011-01-31 11:00:00,40.07
2011-01-31 12:00:00,56.68
2011-01-31 13:00:00,50.26
2011-01-31 14:00:00,55.71
2011-01-31 15:00:00,49.37
2011-01-31 16:00:00,65.03
2011-01-31 17:00:00,156.555
2011-01-31 18:00:00,156.49
2011-01-31 19:00:00,125.05
2011-01-31 20:00:00,50.98
2011-01-31 21:00:00,34.21
2011-01-31 22:00:00,25.24
2011-01-31 23:00:00,17.94
2011-02-20 00:00:00,34.45
2011-02-20 01:00:00,21.62
2011-02-20 02:00:00,16.24
2011-02-20 03:00:00,9.63
2011-02-20 04:00:00,1.6
2011-02-20 06:00:00,2.92
2011-02-20 07:00:00,8.55
2011-02-20 08:00:00,23.51
2011-02-20 09:00:00,36.17
2011-02-20 10:00:00,83.72
2011-02-20 11:00:00,113.33
2011-02-20 12:00:00,119.56
2011-02-20 13:00:00,154.58
2011-02-20 14:00:00,152.51
2011-02-20 15:00:00,159.99
2011-02-20 16:00:00,146.72
2011-02-20 17:00:00,116.56
2011-02-20 18:00:00,78.16
2011-02-20 19:00:00,57.51
2011-02-20 20:00:00,59.97
2011-02-20 21:00:00,58.73
2011-02-20 22:00:00,37.1
2011-02-20 23:00:00,28.62
2011-02-21 00:00:00,22.15
2011-02-21 01:00:00,18.18
2011-02-21 02:00:00,10.8
2011-02-21 03:00:00,3.23
2011-02-21 04:00:00,3.84
2011-02-21 05:00:00,4.19
2011-02-21 06:00:00,11.5
2011-02-21 07:00:00,37.27
2011-02-21 08:00:00,42.58
2011-02-21 09:00:00,50.63
2011-02-21 10:00:00,79.33
2011-02-21 11:00:00,82.17
2011-02-21 12:00:00,81.45
2011-02-21 13:00:00,64.3
2011-02-21 14:00:00,85.87
2011-02-21 15:00:00,82.7
2011-02-21 16:00:00,63.65
2011-02-21 17:00:00,77.85
2011-02-21 18:00:00,76.07
2011-02-21 19:00:00,57.79333333333333
2011-02-21 20:00:00,45.11
2011-02-21 21:00:00,34.97
2011-02-21 22:00:00,20.32
2011-02-21 23:00:00,10.71
2011-02-22 06:00:00,31.72
2011-02-22 07:00:00,84.87
2011-02-22 08:00:00,201.89
2011-02-22 09:00:00,105.05
2011-02-22 10:00:00,44.0
2011-02-22 11:00:00,46.05
2011-02-22 12:00:00,56.41
2011-02-22 13:00:00,72.24
2011-02-22 14:00:00,61.7
2011-02-22 15:00:00,61.91
2011-02-22 16:00:00,69.1
2011-02-22 17:00:00,161.18666666666667
2011-02-22 18:00:00,152.8975
2011-02-22 19:00:00,105.63833333333334
2011-02-22 20:00:00,69.105
2011-02-22 21:00:00,51.46
2011-02-22 22:00:00,31.51
2011-02-22 23:00:00,15.12
2011-02-23 00:00:00,10.61
2011-02-23 01:00:00,4.93
2011-02-23 02:00:00,2.49
2011-02-23 03:00:00,2.05
2011-02-23 05:00:00,4.23
2011-02-23 06:00:00,28.87
2011-02-23 07:00:00,79.03
2011-02-23 08:00:00,180.9836666666667
2011-02-23 09:00:00,116.1
2011-02-23 10:00:00,54.2
2011-02-23 11:00:00,60.96
2011-02-23 12:00:00,76.03
2011-02-23 13:00:00,71.89
2011-02-23 14:00:00,74.83
2011-02-23 15:00:00,80.26
2011-02-23 16:00:00,104.81
2011-02-23 17:00:00,217.98
2011-02-23 18:00:00,199.92
2011-02-23 19:00:00,134.64333333333335
2011-02-23 20:00:00,70.91
2011-02-23 21:00:00,63.0
2011-02-23 22:00:00,43.61
2011-02-23 23:00:00,23.98
2011-02-24 00:00:00,11.32
2011-02-24 01:00:00,4.544
2011-02-24 02:00:00,2.255
2011-02-24 03:00:00,2.09
2011-02-24 05:00:00,6.07
2011-02-24 06:00:00,37.79833333333333
2011-02-24 07:00:00,97.96
2011-02-24 08:00:00,253.6
2011-02-24 09:00:00,135.1916666666667
2011-02-24 10:00:00,55.74333333333334
2011-02-24 11:00:00,75.18
2011-02-24 12:00:00,97.03
2011-02-24 13:00:00,91.36
2011-02-24 14:00:00,90.48
2011-02-24 15:00:00,26.26
2011-02-24 16:00:00,36.5
2011-02-24 17:00:00,179.58
2011-02-24 18:00:00,185.92
2011-02-24 19:00:00,101.74
2011-02-24 20:00:00,90.27
2011-02-24 21:00:00,71.09
2011-02-24 22:00:00,36.44
2011-02-24 23:00:00,34.0
2011-02-25 00:00:00,10.37
2011-02-25 01:00:00,9.73
2011-02-25 02:00:00,6.845
2011-02-25 03:00:00,2.05
2011-02-25 05:00:00,8.1
2011-02-25 06:00:00,23.39
2011-02-25 07:00:00,66.66
2011-02-25 08:00:00,183.92
2011-02-25 09:00:00,117.18
2011-02-25 10:00:00,29.81
2011-02-25 11:00:00,141.87
2011-02-25 12:00:00,172.62
2011-02-25 13:00:00,169.95
2011-02-25 14:00:00,172.47
2011-02-25 15:00:00,157.13
2011-02-25 16:00:00,103.0
2011-02-25 17:00:00,205.3
2011-02-25 18:00:00,164.63
2011-02-25 19:00:00,121.39
2011-02-25 20:00:00,76.96
2011-02-25 21:00:00,60.6
2011-02-25 22:00:00,47.58
2011-02-25 23:00:00,35.88
2011-02-26 00:00:00,29.17
2011-02-26 01:00:00,21.07
2011-02-26 02:00:00,18.28
2011-02-26 03:00:00,9.06
2011-02-26 04:00:00,1.96
2011-02-26 05:00:00,2.04
2011-02-26 06:00:00,3.73
2011-02-26 07:00:00,11.37
2011-02-26 08:00:00,29.64
2011-02-26 09:00:00,61.96
2011-02-26 10:00:00,91.31
2011-02-26 11:00:00,117.08
2011-02-26 12:00:00,128.2
2011-02-26 13:00:00,157.07
2011-02-26 14:00:00,136.29
2011-02-26 15:00:00,154.93
2011-02-26 16:00:00,159.56
2011-02-26 17:00:00,99.05
2011-02-26 18:00:00,93.17
2011-02-26 19:00:00,63.44
2011-02-26 20:00:00,69.39
2011-02-26 21:00:00,50.87
2011-02-26 22:00:00,47.39
2011-02-26 23:00:00,47.5
2011-02-27 00:00:00,24.92
2011-02-27 01:00:00,26.8
2011-02-27 02:00:00,23.63
2011-02-27 03:00:00,10.08
2011-02-27 04:00:00,3.51
2011-02-27 06:00:00,3.16
2011-02-27 07:00:00,7.96
2011-02-27 08:00:00,26.2
2011-02-27 09:00:00,39.17333333333333
2011-02-27 10:00:00,69.31
2011-02-27 11:00:00,93.75
2011-02-27 12:00:00,147.45
2011-02-27 13:00:00,170.65
2011-02-27 14:00:00,169.25
2011-02-27 15:00:00,235.33
2011-02-27 16:00:00,258.29
2011-02-27 17:00:00,128.12
2011-02-27 18:00:00,120.14
2011-02-27 19:00:00,84.3
2011-02-27 20:00:00,70.03
2011-02-27 21:00:00,67.52
2011-02-27 22:00:00,45.0
2011-02-27 23:00:00,31.5
2011-02-28 00:00:00,15.95
2011-02-28 01:00:00,5.06
2011-02-28 03:00:00,2.0
2011-02-28 05:00:00,7.39
2011-02-28 06:00:00,34.64
2011-02-28 07:00:00,106.25
2011-02-28 08:00:00,255.83
2011-02-28 09:00:00,155.49
2011-02-28 10:00:00,99.69
2011-02-28 11:00:00,118.18
2011-02-28 12:00:00,127.78
2011-02-28 13:00:00,100.36
2011-02-28 14:00:00,28.33
2011-02-28 15:00:00,22.27
2011-02-28 16:00:00,24.73
2011-02-28 17:00:00,188.02
2011-02-28 18:00:00,218.37
2011-02-28 19:00:00,107.57
2011-02-28 20:00:00,46.45
2011-02-28 21:00:00,65.7
2011-02-28 22:00:00,29.23
2011-02-28 23:00:00,21.36
2011-03-20 00:00:00,35.93
2011-03-20 01:00:00,27.37
2011-03-20 02:00:00,19.05
2011-03-20 03:00:00,11.65
2011-03-20 04:00:00,1.27
2011-03-20 05:00:00,1.25
2011-03-20 06:00:00,1.36
2011-03-20 07:00:00,8.0
2011-03-20 08:00:00,35.8
2011-03-20 09:00:00,44.13
2011-03-20 10:00:00,95.67
2011-03-20 11:00:00,139.64
2011-03-20 12:00:00,159.97
2011-03-20 13:00:00,149.4
2011-03-20 14:00:00,157.63
2011-03-20 15:00:00,157.93
2011-03-20 16:00:00,146.48
2011-03-20 17:00:00,109.18
2011-03-20 18:00:00,88.41
2011-03-20 19:00:00,73.11
2011-03-20 20:00:00,65.31
2011-03-20 21:00:00,61.03
2011-03-20 22:00:00,40.09
2011-03-20 23:00:00,29.07
2011-03-21 00:00:00,14.91
2011-03-21 01:00:00,12.32
2011-03-21 02:00:00,5.66
2011-03-21 03:00:00,2.99
2011-03-21 05:00:00,8.72
2011-03-21 06:00:00,25.71
2011-03-21 07:00:00,70.0
2011-03-21 08:00:00,250.12
2011-03-21 09:00:00,150.38
2011-03-21 10:00:00,66.75
2011-03-21 11:00:00,74.41
2011-03-21 12:00:00,83.33
2011-03-21 13:00:00,129.52
2011-03-21 14:00:00,127.32
2011-03-21 15:00:00,124.5
2011-03-21 16:00:00,151.86
2011-03-21 17:00:00,265.24
2011-03-21 18:00:00,241.89
2011-03-21 19:00:00,223.55
2011-03-21 20:00:00,164.56
2011-03-21 21:00:00,121.21
2011-03-21 22:00:00,43.78
2011-03-21 23:00:00,28.39
2011-03-22 00:00:00,37.53
2011-03-22 01:00:00,9.08
2011-03-22 02:00:00,7.44
2011-03-22 03:00:00,5.34
2011-03-22 04:00:00,3.24
2011-03-22 05:00:00,7.57
2011-03-22 06:00:00,39.68
2011-03-22 07:00:00,124.45
2011-03-22 08:00:00,264.91
2011-03-22 09:00:00,156.18
2011-03-22 10:00:00,82.56
2011-03-22 11:00:00,81.86
2011-03-22 12:00:00,113.36
2011-03-22 13:00:00,116.76
2011-03-22 14:00:00,122.1
2011-03-22 15:00:00,125.33
2011-03-22 16:00:00,146.89
2011-03-22 17:00:00,282.54
2011-03-22 18:00:00,241.44
2011-03-22 19:00:00,166.64
2011-03-22 20:00:00,104.39
2011-03-22 21:00:00,83.98
2011-03-22 22:00:00,51.64
2011-03-22 23:00:00,31.55
2011-03-23 00:00:00,22.02
2011-03-23 01:00:00,8.356666666666666
2011-03-23 02:00:00,7.221
2011-03-23 03:00:00,2.833333333333334
2011-03-23 05:00:00,7.74
2011-03-23 06:00:00,41.43
2011-03-23 07:00:00,113.31
2011-03-23 08:00:00,257.28
2011-03-23 09:00:00,151.22
2011-03-23 10:00:00,71.89
2011-03-23 11:00:00,72.02
2011-03-23 12:00:00,78.79
2011-03-23 13:00:00,61.23
2011-03-23 14:00:00,71.7
2011-03-23 15:00:00,75.03
2011-03-23 16:00:00,132.68
2011-03-23 17:00:00,221.85
2011-03-23 18:00:00,179.14
2011-03-23 19:00:00,90.17
2011-03-23 20:00:00,48.4
2011-03-23 21:00:00,56.47
2011-03-23 22:00:00,33.28
2011-03-23 23:00:00,23.86
2011-03-24 00:00:00,11.61
2011-03-24 01:00:00,6.206666666666666
2011-03-24 02:00:00,5.36
2011-03-24 03:00:00,3.11
2011-03-24 04:00:00,3.07
2011-03-24 05:00:00,3.81
2011-03-24 06:00:00,34.24
2011-03-24 07:00:00,65.32
2011-03-24 08:00:00,173.26
2011-03-24 09:00:00,148.63833333333332
2011-03-24 10:00:00,52.52
2011-03-24 11:00:00,66.73
2011-03-24 12:00:00,80.90333333333334
2011-03-24 13:00:00,90.99
2011-03-24 14:00:00,75.87333333333333
2011-03-24 15:00:00,76.78
2011-03-24 16:00:00,86.53
2011-03-24 17:00:00,200.8
2011-03-24 18:00:00,182.53
2011-03-24 19:00:00,122.44
2011-03-24 20:00:00,68.83
2011-03-24 21:00:00,56.08
2011-03-24 22:00:00,51.51
2011-03-24 23:00:00,38.59
2011-03-25 00:00:00,18.19
2011-03-25 01:00:00,9.286666666666667
2011-03-25 02:00:00,6.993333333333332
2011-03-25 03:00:00,2.845833333333333
2011-03-25 04:00:00,2.1416666666666666
2011-03-25 05:00:00,6.17
2011-03-25 06:00:00,33.065
2011-03-25 07:00:00,99.73
2011-03-25 08:00:00,246.48
2011-03-25 09:00:00,143.33
2011-03-25 10:00:00,70.1
2011-03-25 11:00:00,83.96
2011-03-25 12:00:00,92.74
2011-03-25 13:00:00,87.46
2011-03-25 14:00:00,94.06
2011-03-25 15:00:00,90.28
2011-03-25 16:00:00,112.22
2011-03-25 17:00:00,216.36
2011-03-25 18:00:00,188.1
2011-03-25 19:00:00,129.41333333333333
2011-03-25 20:00:00,76.93
2011-03-25 21:00:00,65.16
2011-03-25 22:00:00,41.32
2011-03-25 23:00:00,33.59
2011-03-26 00:00:00,34.31
2011-03-26 01:00:00,26.25
2011-03-26 02:00:00,18.88
2011-03-26 03:00:00,8.39
2011-03-26 04:00:00,2.23
2011-03-26 05:00:00,2.23
2011-03-26 06:00:00,5.93
2011-03-26 07:00:00,11.22
2011-03-26 08:00:00,32.21
2011-03-26 09:00:00,49.8
2011-03-26 10:00:00,83.77
2011-03-26 11:00:00,97.0
2011-03-26 12:00:00,119.96
2011-03-26 13:00:00,128.27
2011-03-26 14:00:00,147.08
2011-03-26 15:00:00,163.32
2011-03-26 16:00:00,140.71
2011-03-26 17:00:00,114.87
2011-03-26 18:00:00,91.46
2011-03-26 19:00:00,60.03
2011-03-26 20:00:00,57.87
2011-03-26 21:00:00,49.5
2011-03-26 22:00:00,38.11
2011-03-26 23:00:00,34.01
2011-03-27 00:00:00,36.43
2011-03-27 01:00:00,22.58
2011-03-27 02:00:00,20.02
2011-03-27 03:00:00,11.89
2011-03-27 04:00:00,5.0
2011-03-27 06:00:00,5.49
2011-03-27 07:00:00,6.78
2011-03-27 08:00:00,19.49
2011-03-27 09:00:00,34.026666666666664
2011-03-27 10:00:00,69.2
2011-03-27 11:00:00,84.96
2011-03-27 12:00:00,98.33
2011-03-27 13:00:00,125.32
2011-03-27 14:00:00,124.2
2011-03-27 15:00:00,126.52
2011-03-27 16:00:00,143.71
2011-03-27 17:00:00,118.09
2011-03-27 18:00:00,93.22
2011-03-27 19:00:00,53.34
2011-03-27 20:00:00,55.61
2011-03-27 21:00:00,46.26
2011-03-27 22:00:00,37.44
2011-03-27 23:00:00,26.42
2011-03-28 00:00:00,11.1
2011-03-28 01:00:00,5.75
2011-03-28 02:00:00,6.225
2011-03-28 03:00:00,2.89
2011-03-28 05:00:00,3.05
2011-03-28 06:00:00,32.6275
2011-03-28 07:00:00,98.52
2011-03-28 08:00:00,210.25
2011-03-28 09:00:00,115.87
2011-03-28 10:00:00,56.46
2011-03-28 11:00:00,55.33
2011-03-28 12:00:00,66.31
2011-03-28 13:00:00,79.31
2011-03-28 14:00:00,79.97
2011-03-28 15:00:00,82.98
2011-03-28 16:00:00,108.9
2011-03-28 17:00:00,223.03
2011-03-28 18:00:00,214.7
2011-03-28 19:00:00,142.32
2011-03-28 20:00:00,82.84
2011-03-28 21:00:00,65.4
2011-03-28 22:00:00,44.52
2011-03-28 23:00:00,25.64
2011-03-29 00:00:00,13.62
2011-03-29 01:00:00,4.92
2011-03-29 02:00:00,6.69
2011-03-29 03:00:00,3.4125
2011-03-29 04:00:00,2.29
2011-03-29 05:00:00,4.14
2011-03-29 06:00:00,35.1875
2011-03-29 07:00:00,105.67
2011-03-29 08:00:00,246.66
2011-03-29 09:00:00,146.84
2011-03-29 10:00:00,71.8
2011-03-29 11:00:00,77.36
2011-03-29 12:00:00,84.93
2011-03-29 13:00:00,83.59
2011-03-29 14:00:00,83.89
2011-03-29 15:00:00,87.33
2011-03-29 16:00:00,104.42
2011-03-29 17:00:00,236.43
2011-03-29 18:00:00,224.75
2011-03-29 19:00:00,148.26
2011-03-29 20:00:00,88.66
2011-03-29 21:00:00,69.68
2011-03-29 22:00:00,51.56
2011-03-29 23:00:00,26.8
2011-03-30 00:00:00,15.63
2011-03-30 01:00:00,7.61
2011-03-30 02:00:00,7.8
2011-03-30 03:00:00,3.17
2011-03-30 04:00:00,3.1
2011-03-30 05:00:00,4.57
2011-03-30 06:00:00,35.92333333333333
2011-03-30 07:00:00,113.77
2011-03-30 08:00:00,260.36
2011-03-30 09:00:00,148.56
2011-03-30 10:00:00,81.52
2011-03-30 11:00:00,76.76
2011-03-30 12:00:00,88.33
2011-03-30 13:00:00,91.54
2011-03-30 14:00:00,84.61
2011-03-30 15:00:00,57.470000000000006
2011-03-30 16:00:00,64.47
2011-03-30 17:00:00,163.51
2011-03-30 18:00:00,176.05
2011-03-30 19:00:00,101.49
2011-03-30 20:00:00,55.60457142857143
2011-03-30 21:00:00,51.9
2011-03-30 22:00:00,38.32
2011-03-30 23:00:00,27.08
2011-03-31 00:00:00,7.98
2011-03-31 01:00:00,6.791333333333334
2011-03-31 02:00:00,6.31097619047619
2011-03-31 03:00:00,2.500595238095238
2011-03-31 04:00:00,2.548
2011-03-31 05:00:00,5.33
2011-03-31 06:00:00,24.0
2011-03-31 07:00:00,64.49
2011-03-31 08:00:00,220.77
2011-03-31 09:00:00,110.195
2011-03-31 10:00:00,46.4
2011-03-31 11:00:00,52.75
2011-03-31 12:00:00,57.67
2011-03-31 13:00:00,61.47
2011-03-31 14:00:00,60.94
2011-03-31 15:00:00,61.21
2011-03-31 16:00:00,92.17
2011-03-31 17:00:00,199.02
2011-03-31 18:00:00,184.8
2011-03-31 19:00:00,125.23
2011-03-31 20:00:00,53.606
2011-03-31 21:00:00,52.84
2011-03-31 22:00:00,35.67
2011-03-31 23:00:00,35.19
2011-04-20 00:00:00,39.19
2011-04-20 01:00:00,9.73
2011-04-20 02:00:00,8.66
2011-04-20 03:00:00,3.99
2011-04-20 04:00:00,4.12
2011-04-20 05:00:00,18.68
2011-04-20 06:00:00,86.05
2011-04-20 07:00:00,273.29
2011-04-20 08:00:00,439.9
2011-04-20 09:00:00,205.85
2011-04-20 10:00:00,134.41
2011-04-20 11:00:00,132.01
2011-04-20 12:00:00,208.28
2011-04-20 13:00:00,199.97
2011-04-20 14:00:00,169.8
2011-04-20 15:00:00,164.78
2011-04-20 16:00:00,279.61
2011-04-20 17:00:00,547.71
2011-04-20 18:00:00,532.14
2011-04-20 19:00:00,406.82
2011-04-20 20:00:00,308.74
2011-04-20 21:00:00,234.2
2011-04-20 22:00:00,156.69
2011-04-20 23:00:00,86.91
2011-04-21 00:00:00,41.7
2011-04-21 01:00:00,17.37
2011-04-21 02:00:00,10.09
2011-04-21 03:00:00,3.93
2011-04-21 04:00:00,4.59
2011-04-21 05:00:00,21.81
2011-04-21 06:00:00,81.52
2011-04-21 07:00:00,243.34
2011-04-21 08:00:00,415.21
2011-04-21 09:00:00,185.39
2011-04-21 10:00:00,101.73
2011-04-21 11:00:00,113.675
2011-04-21 12:00:00,142.44
2011-04-21 13:00:00,155.91
2011-04-21 14:00:00,140.6
2011-04-21 15:00:00,145.57
2011-04-21 16:00:00,229.44
2011-04-21 17:00:00,384.67
2011-04-21 18:00:00,373.08
2011-04-21 19:00:00,259.2
2011-04-21 20:00:00,201.42
2011-04-21 21:00:00,124.62
2011-04-21 22:00:00,100.57
2011-04-21 23:00:00,83.52
2011-04-22 00:00:00,41.11
2011-04-22 01:00:00,22.58
2011-04-22 02:00:00,12.01
2011-04-22 03:00:00,6.91
2011-04-22 04:00:00,4.77
2011-04-22 05:00:00,18.946666666666665
2011-04-22 06:00:00,76.62
2011-04-22 07:00:00,230.49
2011-04-22 08:00:00,380.07
2011-04-22 09:00:00,183.55
2011-04-22 10:00:00,91.77
2011-04-22 11:00:00,82.81
2011-04-22 12:00:00,47.7
2011-04-22 13:00:00,26.97
2011-04-22 14:00:00,23.65
2011-04-22 15:00:00,27.15
